GENE,NSMCE2,NSMCE2,NSMCE2,PIAS1,PIAS1,PIAS1,PIAS2,PIAS2,PIAS2,PIAS3,PIAS3,PIAS3,PIAS4,PIAS4,PIAS4,ZMIZ2,ZMIZ2,ZMIZ2,ZATT,ZATT,ZATT,Z3,Z3,Z3
EP400,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.737029798,1.49,2.47,NaN,NaN,NaN,0.944599089,2.01,1.98,NaN,NaN,NaN
EPB41L3,NaN,NaN,NaN,1.058525363,1.36,0.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EPHA2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.258416061,1.59,1.93
EPHB2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.056082741,2.68,0.96
EPHB4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.24295911,2.17,0.62
EPHX1,NaN,NaN,NaN,NaN,NaN,NaN,1.23846575,1.47,0.32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EPRS,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.087666272,2.54,3.44,NaN,NaN,NaN
EPT1,NaN,NaN,NaN,NaN,NaN,NaN,1.384783168,2.6,0.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ERCC2,NaN,NaN,NaN,NaN,NaN,NaN,0.733249799,1.34,2.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ERCC4,0.994186829,4.06,4.46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.381665993,2.45,2.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ERGIC1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.586674367,2.48,0.92
ERGIC3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.391542844,1.86,0.5
ERO1L,-0.592962318,1.34,0.88,NaN,NaN,NaN,0.362972704,2.77,3.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ERP29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.649380577,1.7,3
ESCO2,-0.308874209,2.13,3.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.747094412,4.52,5.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ESRRA,0.608587625,1.97,1.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.011714794,4.14,4.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ESYT1,NaN,NaN,NaN,0.03273903,1.36,0.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ESYT2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.756629959,3.03,0.83
ETV4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.049640851,4.9,5.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ETV1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.065908932,4.69,5.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ETV5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.065908932,4.69,5.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ETV6,-0.731583933,1.66,2.74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.368774873,4.69,4.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EXOC8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.386639154,2.51,0.8
EXOSC9,0.502457869,5.2,4.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EXT2,NaN,NaN,NaN,NaN,NaN,NaN,0.825346465,1.61,2.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
FAF2,NaN,NaN,NaN,NaN,NaN,NaN,0.23194952,2.17,0.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
FAM120A,NaN,NaN,NaN,NaN,NaN,NaN,0.957116492,2.02,0.66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.698824925,1.44,0.56
FAM171A1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.850165589,2.24,0.6
FAM178A,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.052316021,1.51,2.27
FAM20B,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.516489378,1.32,0.49
FAM210B,NaN,NaN,NaN,NaN,NaN,NaN,0.370836777,2.46,3.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
FAM49B,NaN,NaN,NaN,0.059702988,1.97,0.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
FAM69A,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.184547432,1.4,2.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
FAM76B,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.362403841,2.13,0.92
FAM8A1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.626853249,5.49,3.82
FAR1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.404934466,2.45,0.8
FARS2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.671795924,2.45,0.54
FBRS,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.038161823,1.46,1.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
FBXO11,NaN,NaN,NaN,NaN,NaN,NaN,0.515541478,1.45,0.46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
FDFT1,NaN,NaN,NaN,0.517357756,1.47,0.54,0.377535675,1.48,0.48,0.343841383,1.97,0.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
FEN1,-0.335043464,5.19,3.48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.383535798,7.65,5.92,NaN,NaN,NaN,NaN,NaN,NaN,0.857987729,1.57,3.03
FHOD1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.045417902,1.37,0.68,NaN,NaN,NaN
FKBP4,NaN,NaN,NaN,NaN,NaN,NaN,0.098970666,4.01,2.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
FLNB,NaN,NaN,NaN,NaN,NaN,NaN,0.177189302,2.06,1.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
FLOT2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.194611321,2.31,0.74
FLYWCH1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.743989833,3.71,3.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
FNDC3B,2.032529741,1.96,0.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.557816103,1.36,0.38,0.88442559,1.49,0.32
FOS,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.962063077,6.39,5.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
FOSL2,1.102896501,3.69,2.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.55453539,4.39,4.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
FOXG1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.548347247,1.34,0.67
FOXJ3,NaN,NaN,NaN,NaN,NaN,NaN,0.622184197,1.81,2.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
FOXK2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.783258637,6.48,5.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
FOXM1,-0.094354838,5.19,6.43,NaN,NaN,NaN,-0.473274269,1.76,2.54,0.17365924,1.72,2.8,0.193765462,7.18,10.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
FOXP1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.274856704,2.89,4.34,NaN,NaN,NaN,NaN,NaN,NaN,2.50038323,1.42,0.92
FRMD6,-0.114746223,3.87,4.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.219865096,2.34,3.58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
FSCN1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.170163569,1.92,3.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
FTSJ3,NaN,NaN,NaN,0.818317559,1.53,0.43,NaN,NaN,NaN,NaN,NaN,NaN,0.014767626,3.23,0.63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
FUT8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.704946716,1.34,0.47,1.350014052,5.02,1.12
G6PD,NaN,NaN,NaN,NaN,NaN,NaN,-0.069026638,4.57,4.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.692272395,1.57,1.88,NaN,NaN,NaN
GABARAP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0553669,5.03,3.66
GABARAPL1,NaN,NaN,NaN,NaN,NaN,NaN,0.088340745,1.63,3.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GALNT7,NaN,NaN,NaN,NaN,NaN,NaN,0.753296222,1.49,0.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GAPVD1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.191071579,2.83,2.67,NaN,NaN,NaN
GBE1,NaN,NaN,NaN,2.800222381,1.39,0.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GGT7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.230845183,2.12,2.73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.987974682,1.32,1.87
GJA1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.313432847,5.03,3.7,NaN,NaN,NaN
GLE1,NaN,NaN,NaN,NaN,NaN,NaN,0.705836833,1.54,0.76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GLG1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.492621337,2.02,0.8
GLI2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.96048335,1.48,0.67
GLYR1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.805581527,3.59,3.71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GMEB1,-0.109804265,2.42,2.94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GNA11,-0.986979115,1.43,0.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GNAI3,NaN,NaN,NaN,NaN,NaN,NaN,0.942252993,2.73,0.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GNL3L,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.583798026,7.53,5.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GNPAT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.057304496,1.51,0.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GOLGA5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.920850301,1.78,0.59,2.000205499,2.91,0.88
GOLGB1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.82655625,3.8,0.87
GOSR2,NaN,NaN,NaN,NaN,NaN,NaN,-0.028258575,1.47,3.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GPD2,NaN,NaN,NaN,0.973509688,3.9,3.57,NaN,NaN,NaN,0.490694857,3.19,3.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GPRC5A,NaN,NaN,NaN,-0.214811452,1.67,3.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GRAMD1A,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.40159758,2.27,0.61
GRAMD4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.020523349,5.16,3.42
GTF2I,-0.01087916,7.15,8.79,0.258720495,2.8,3.81,0.205395956,4.17,7.21,0.020397045,2.75,3.73,0.234164427,8.78,11.01,NaN,NaN,NaN,NaN,NaN,NaN,-2.203734131,1.64,2.3
GTF2IRD1,-0.033150251,6.46,6.89,NaN,NaN,NaN,0.0808119,3.5,3.33,NaN,NaN,NaN,0.180867793,9.4,9.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GTF3C1,-0.607770699,1.44,1.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.520832555,2.79,0.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GTF3C3,NaN,NaN,NaN,-0.016747959,1.78,0.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GTF3C4,NaN,NaN,NaN,NaN,NaN,NaN,0.544365052,3.41,1.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GTSE1,-0.241857892,1.52,3.27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.372979891,4.26,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
H1F0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.20602783,2.41,1.01
H2AFY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.382516512,2.57,4.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HACD1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.082909316,1.83,2.48
HADHB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.029316282,1.94,2.97
HAT1,NaN,NaN,NaN,NaN,NaN,NaN,0.813026934,1.5,3.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HCFC1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.608783595,1.75,0.62,NaN,NaN,NaN,NaN,NaN,NaN
HDAC1,-0.073886834,4.72,5.09,NaN,NaN,NaN,-0.417841261,1.64,0.41,NaN,NaN,NaN,0.150697521,3.36,3.93,NaN,NaN,NaN,NaN,NaN,NaN,0.453786645,1.9,0.79
HDAC6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.016475551,2.15,2.51,NaN,NaN,NaN
HDAC9,0.010415385,4.46,3.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.877478163,4.7,3.76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HDX,0.30516475,4.75,3.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HEATR3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.273605656,1.45,0.8,NaN,NaN,NaN
HERPUD1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.895871811,1.77,0.33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.080020138,1.58,0.47
HIF1A,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.851665647,6.15,5.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HIPK1,0.053438522,4.86,5.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.38061156,5.44,5.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HIST1H1C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.485604004,1.35,0.95
HIST1H1D,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.020820064,2.57,0.85
HIST1H1E,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.020820064,2.57,0.85
HIST1H2AC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.467711826,2.55,1.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HIST1H2AJ,0.959209001,5.91,4.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HIST1H2AH,0.959209001,5.91,4.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
H2AFJ,0.959209001,5.91,4.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HIST1H2AG,0.959209001,5.91,4.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HIST2H2AC,0.959209001,5.91,4.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HIST2H2AA3,0.959209001,5.91,4.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HJURP,0.10007383,5.35,5.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.23314018,6.51,7.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HLA-B,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.271937193,1.97,0.74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HLA-C,NaN,NaN,NaN,NaN,NaN,NaN,0.850626528,1.33,0.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HLTF,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.596783842,5.8,5.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HM13,NaN,NaN,NaN,NaN,NaN,NaN,1.085118296,2.26,0.74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HMBOX1,0.284175473,4.77,4.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.867678058,4.01,4.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HMCES,-0.066382957,7.17,5.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.18896848,6.42,7.46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HMG20B,-0.042946633,4.31,5.02,NaN,NaN,NaN,-0.506389026,1.32,1.07,NaN,NaN,NaN,0.343840288,5.93,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HMGB1,NaN,NaN,NaN,0.441269349,1.89,7.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HMGB2,NaN,NaN,NaN,0.360371163,1.93,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HMGXB3,0.890276312,4.89,4.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.11363526,4.82,5.56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HMGXB4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.017452632,4.32,4.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HMOX1,NaN,NaN,NaN,NaN,NaN,NaN,0.845100629,2.36,0.63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HMOX2,NaN,NaN,NaN,NaN,NaN,NaN,0.730591935,1.42,0.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.339912709,2.32,0.48,NaN,NaN,NaN
HNRNPA0,-0.07194628,6.09,2.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.450267607,4.94,6.13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HNRNPA2B1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.615668754,2.56,1.08
HNRNPC,0.097611255,5.08,6.43,NaN,NaN,NaN,0.079294111,2.1,3.41,NaN,NaN,NaN,0.327927628,3.46,4.94,NaN,NaN,NaN,NaN,NaN,NaN,0.660693596,2.13,3.46
HNRNPF,-0.107394543,4.92,4.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HNRNPH1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.878331971,2.37,3.2
