GENE,NSMCE2,NSMCE2,NSMCE2,PIAS1,PIAS1,PIAS1,PIAS2,PIAS2,PIAS2,PIAS3,PIAS3,PIAS3,PIAS4,PIAS4,PIAS4,ZMIZ2,ZMIZ2,ZMIZ2,ZATT,ZATT,ZATT,Z3,Z3,Z3
RPL18A,NaN,NaN,NaN,NaN,NaN,NaN,-0.076784862,1.68,2.33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RPL19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.105515817,1.82,0.37
RPL23A,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.712968218,2.02,0.76
RPL24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.416167335,4.43,3.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RPL29,10.91925177,1.36,0.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RPL3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.052953786,3.38,1.03,NaN,NaN,NaN,NaN,NaN,NaN,2.352955045,1.62,0.64
RPL4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.247889904,3.18,0.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RPL5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.231655484,4.81,4.47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RPL6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.350485134,3.94,1.08,NaN,NaN,NaN
RPL7A,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.517196123,1.82,1.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RPL8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.086356627,2.07,0.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RPLP0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.610670719,2.02,2.27
RPN2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.587773001,1.48,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.386586725,1.93,0.47
RPP30,0.263012167,2.48,1.74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.700466999,3.93,3.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RPS10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.73821589,3.87,2.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RPS11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.387538216,4.28,4.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RPS14,-0.150225317,4.86,4.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.308271947,6.55,7.38,NaN,NaN,NaN,NaN,NaN,NaN,-0.123746112,5.53,3.89
RPS16,0.093506177,5.91,5.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.169795031,6.34,5.51,NaN,NaN,NaN,NaN,NaN,NaN,0.583287433,2.23,3.38
RPS17,-1.013490297,1.8,3.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.795259451,4.89,5.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RPS18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.106272461,1.75,4.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RPS2,0.787091765,3.86,3.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.292169435,2.08,3.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RPS23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.238066335,3.93,4.73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RPS24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.450514343,4.86,3.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RPS27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.296327381,2.11,3.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RPS3,NaN,NaN,NaN,NaN,NaN,NaN,-0.084207784,3.68,3.42,NaN,NaN,NaN,0.288304336,4.36,4.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RPS4X,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.213638252,2.29,0.88,NaN,NaN,NaN,NaN,NaN,NaN,-0.367504105,1.47,2.42
RPS5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.064850105,2.26,3.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RPS6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.037962996,1.73,0.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RPS7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.803595101,3.05,3.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RPS8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.147377332,2.2,0.84
RPSA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.175803575,1.63,3.66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RPUSD4,NaN,NaN,NaN,1.060088803,1.33,1.73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RQCD1,NaN,NaN,NaN,NaN,NaN,NaN,0.968154663,4.7,3.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RRAS,NaN,NaN,NaN,NaN,NaN,NaN,0.802268605,1.35,0.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.828775799,1.33,0.64
RRBP1,NaN,NaN,NaN,NaN,NaN,NaN,-0.154040859,1.97,0.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RRP1B,NaN,NaN,NaN,NaN,NaN,NaN,0.799484529,2.02,0.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RSBN1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.116249778,2.07,1.3,NaN,NaN,NaN,NaN,NaN,NaN,1.385878252,1.92,0.36
RSF1,NaN,NaN,NaN,0.625429209,4.47,3.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RSL1D1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.041790708,1.87,0.77
RTCB,NaN,NaN,NaN,0.748437323,1.78,3.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RTN1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.957104375,1.55,0.56
RTN3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.074341753,4.04,1.22
SACM1L,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.077820726,1.9,0.22,NaN,NaN,NaN,2.081567018,1.9,0.45
SAE1,0.13889512,6.47,4.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.755400169,5.06,5.73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SAFB2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.245392069,1.83,0.35
SALL1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.003646985,4.59,5.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SAP130,0.770527454,5.06,4.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.484781828,5.62,5.58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SARAF,NaN,NaN,NaN,NaN,NaN,NaN,0.874379104,1.45,0.29,NaN,NaN,NaN,-0.075447497,1.92,3.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SART1,-0.002635847,5.52,5.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.28449564,5.62,8.25,NaN,NaN,NaN,NaN,NaN,NaN,0.032507192,4.91,4.95
SCAF11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.869566089,5.34,3.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SCAMP3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.734427781,1.67,0.67
SCARB1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.667829998,2.98,0.66
SCARB2,7.944641041,1.98,0.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.577010119,2.29,1.59
SCCPDH,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.97865989,4.37,0.61
SCD,9.821123041,1.4,0.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.349027991,1.77,0.6
SCD5,NaN,NaN,NaN,NaN,NaN,NaN,-0.595694086,1.71,0.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SDC1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.447394181,1.72,3.19
SDF2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.435067141,1.46,0.24
SDF2L1,NaN,NaN,NaN,NaN,NaN,NaN,1.02315042,1.4,0.33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SDHC,NaN,NaN,NaN,NaN,NaN,NaN,0.181896966,1.65,3.65,NaN,NaN,NaN,0.294668681,6.4,6.5,NaN,NaN,NaN,NaN,NaN,NaN,7.222321593,1.92,1.32
SEC22B,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.134708059,1.65,0.66,NaN,NaN,NaN
SEC61A1,NaN,NaN,NaN,NaN,NaN,NaN,0.170875389,2.48,0.73,0.88498477,1.4,0.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SEC61B,NaN,NaN,NaN,NaN,NaN,NaN,0.231186173,2.39,0.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SEC61G,NaN,NaN,NaN,NaN,NaN,NaN,0.629848184,2.02,0.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.151132617,2.34,1.47,NaN,NaN,NaN
SELK,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.885101643,1.53,1.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SEMG2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.839892204,1.54,3.33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SENP6,-0.022258513,4.29,3.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.784893788,1.42,2.47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SEPTIN7,NaN,NaN,NaN,0.68199414,1.52,3.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SESN2,NaN,NaN,NaN,NaN,NaN,NaN,0.834205656,1.77,2.56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SET,-0.284166549,1.66,3.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SETSIP,-0.284166549,1.66,3.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SETD1B,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.006271865,1.37,2.8
SETDB1,0.134377758,6.09,4.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.343474896,3.85,2.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SETX,-0.110624853,4.54,6.2,NaN,NaN,NaN,0.322215787,1.7,3.14,NaN,NaN,NaN,0.087132157,4.38,5.64,NaN,NaN,NaN,-0.142350185,3.3,3.62,-0.396598228,4.09,4.67
SF3A2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.526235047,2.1,0.56,1.281159614,1.59,0.53
SF3B4,NaN,NaN,NaN,NaN,NaN,NaN,0.857186647,3.35,0.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SFN,NaN,NaN,NaN,NaN,NaN,NaN,0.063925868,1.41,2.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SFT2D3,NaN,NaN,NaN,NaN,NaN,NaN,1.053480272,3.97,3.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SFXN1,NaN,NaN,NaN,NaN,NaN,NaN,0.613719348,2.87,0.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SFXN2,NaN,NaN,NaN,NaN,NaN,NaN,0.650569905,1.65,2.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SFXN3,NaN,NaN,NaN,NaN,NaN,NaN,-0.072520555,1.45,2.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SFXN4,NaN,NaN,NaN,NaN,NaN,NaN,0.431260931,1.48,2.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SGPL1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.42961627,1.51,0.22
SGPP1,NaN,NaN,NaN,NaN,NaN,NaN,0.424757301,1.66,3.63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SHF,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.781998715,1.52,0.42,NaN,NaN,NaN,NaN,NaN,NaN
SHPRH,-0.058429119,4.78,6.27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIRT6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.809427986,4.3,3.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SKIL,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.081087688,3.89,3.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SKIV2L2,NaN,NaN,NaN,NaN,NaN,NaN,0.036911522,1.59,1.35,NaN,NaN,NaN,0.160337866,1.46,1.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SLC12A7,NaN,NaN,NaN,NaN,NaN,NaN,1.005133136,4.69,2.89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SLC16A1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.68052555,2.01,0.75
SLC1A4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.443253624,2.22,1.51
SLC25A1,NaN,NaN,NaN,0.738641121,1.48,3.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SLC25A11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.150592109,3.56,3.29
SLC25A13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.840577772,1.88,2.43
SLC25A17,NaN,NaN,NaN,NaN,NaN,NaN,0.164973524,3.38,2.89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SLC25A4,NaN,NaN,NaN,0.111742927,2.21,3.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SLC25A5,NaN,NaN,NaN,NaN,NaN,NaN,1.076148153,1.72,0.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SLC25A6,NaN,NaN,NaN,NaN,NaN,NaN,0.989211763,2.23,0.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SLC30A6,NaN,NaN,NaN,NaN,NaN,NaN,0.0429167,1.39,2.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SLC30A9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.719221538,3.96,0.77
SLC35B2,NaN,NaN,NaN,NaN,NaN,NaN,0.979296698,1.43,2.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SLC38A2,NaN,NaN,NaN,NaN,NaN,NaN,0.451201328,2,3.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SLC39A11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.791576706,1.89,0.27,NaN,NaN,NaN,NaN,NaN,NaN
SLC39A6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.203395386,2.45,0.59
SLC3A2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.963865766,1.37,1.29,NaN,NaN,NaN
SLC4A7,NaN,NaN,NaN,NaN,NaN,NaN,0.607941652,3.08,2.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SLC7A11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.497999393,3.32,0.82
SLU7,-0.173871119,4.81,3.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.959068922,7.93,5.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SLX4,-0.148237328,6.09,6.41,0.463798426,4.18,2.48,0.943947954,3.28,2.69,NaN,NaN,NaN,0.272872674,6.61,7.38,NaN,NaN,NaN,0.201472378,1.73,1.7,NaN,NaN,NaN
SLX4IP,0.05503958,4.83,5.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.309136598,4.79,4.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SMARCA1,NaN,NaN,NaN,NaN,NaN,NaN,0.788357841,1.79,2.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SMARCA4,NaN,NaN,NaN,0.421431822,1.78,0.66,0.355727258,1.45,0.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.677441905,1.78,2.69,NaN,NaN,NaN
SMARCA5,NaN,NaN,NaN,NaN,NaN,NaN,0.458453681,1.43,0.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SMARCAD1,-0.245444448,6.35,6.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.369549945,5.03,4.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SMARCB1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.013941759,3.72,3.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SMARCC1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.328169674,1.44,0.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SMC5,-0.029296012,4.64,4.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SMCHD1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.247030491,5.49,3.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SMEK1,NaN,NaN,NaN,NaN,NaN,NaN,1.173459457,2.2,0.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SMTN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.683589814,1.92,3.78,NaN,NaN,NaN,NaN,NaN,NaN,-0.830326216,1.97,2.14
SNAP23,NaN,NaN,NaN,0.236935098,1.41,2.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SNAPC1,-0.365288147,3.71,4.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.799095884,7.74,8.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SND1,NaN,NaN,NaN,1.541176313,1.63,0.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SNIP1,-0.006467259,4.25,3.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.254411623,5.85,7.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SNW1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.724544049,3.62,4.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SOAT1,NaN,NaN,NaN,NaN,NaN,NaN,0.867238313,3.61,1.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SP100,-0.061870084,4.75,8.73,NaN,NaN,NaN,0.509250686,4.04,3.53,0.175725313,1.36,1.75,NaN,NaN,NaN,NaN,NaN,NaN,0.012979206,3.59,3.08,-0.987988443,3.9,3.37
SP3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.230282599,4.36,6.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SP4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.230282599,4.36,6.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SPCS1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.649091001,1.43,0.63,0.93151513,2.52,0.75
SPG7,NaN,NaN,NaN,NaN,NaN,NaN,-0.082715957,1.36,2.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
