"GENE_NAME","Sumo","Diff","minLogP"
"GLI3","NSMCE2",NA,NA
"GLI3","PIAS1",NA,NA
"GLI3","PIAS2",NA,NA
"GLI3","PIAS3",NA,NA
"GLI3","PIAS4",NA,NA
"GLI3","ZMIZ2","2.33","3.36"
"GLI3","ZNF451",NA,NA
"GLUD1;GLUD2","LAZSUL",NA,NA
"GLUD1;GLUD2","NSMCE2",NA,NA
"GLUD1;GLUD2","PIAS1","4.65","7.36"
"GLUD1;GLUD2","PIAS2",NA,NA
"GLUD1;GLUD2","PIAS3",NA,NA
"GLUD1;GLUD2","PIAS4",NA,NA
"GLUD1;GLUD2","ZMIZ2",NA,NA
"GLUD1;GLUD2","ZNF451",NA,NA
"GLYR1","LAZSUL",NA,NA
"GLYR1","NSMCE2",NA,NA
"GLYR1","PIAS1",NA,NA
"GLYR1","PIAS2",NA,NA
"GLYR1","PIAS3",NA,NA
"GLYR1","PIAS4","2.36","5.88"
"GLYR1","ZMIZ2",NA,NA
"GLYR1","ZNF451",NA,NA
"GMEB1","LAZSUL",NA,NA
"GMEB1","NSMCE2","3.23","9.89"
"GMEB1","PIAS1",NA,NA
"GMEB1","PIAS2",NA,NA
"GMEB1","PIAS3",NA,NA
"GMEB1","PIAS4",NA,NA
"GMEB1","ZMIZ2",NA,NA
"GMEB1","ZNF451",NA,NA
"GNA13","LAZSUL",NA,NA
"GNA13","NSMCE2",NA,NA
"GNA13","PIAS1",NA,NA
"GNA13","PIAS2",NA,NA
"GNA13","PIAS3",NA,NA
"GNA13","PIAS4",NA,NA
"GNA13","ZMIZ2","2.18","2.08"
"GNA13","ZNF451",NA,NA
"GNAI1","LAZSUL",NA,NA
"GNAI1","NSMCE2",NA,NA
"GNAI1","PIAS1",NA,NA
"GNAI1","PIAS2",NA,NA
"GNAI1","PIAS3",NA,NA
"GNAI1","PIAS4",NA,NA
"GNAI1","ZMIZ2","2.67","9.59"
"GNAI1","ZNF451",NA,NA
"GNAO1","LAZSUL",NA,NA
"GNAO1","NSMCE2",NA,NA
"GNAO1","PIAS1",NA,NA
"GNAO1","PIAS2",NA,NA
"GNAO1","PIAS3",NA,NA
"GNAO1","PIAS4",NA,NA
"GNAO1","ZMIZ2","1.93","2.33"
"GNAO1","ZNF451",NA,NA
"GNG12","LAZSUL",NA,NA
"GNG12","NSMCE2",NA,NA
"GNG12","PIAS1","4.37","11.07"
"GNG12","PIAS2",NA,NA
"GNG12","PIAS3",NA,NA
"GNG12","PIAS4",NA,NA
"GNG12","ZMIZ2",NA,NA
"GNG12","ZNF451",NA,NA
"GNG5","LAZSUL",NA,NA
"GNG5","NSMCE2",NA,NA
"GNG5","PIAS1","2.52","3.45"
"GNG5","PIAS2",NA,NA
"GNG5","PIAS3",NA,NA
"GNG5","PIAS4",NA,NA
"GNG5","ZMIZ2",NA,NA
"GNG5","ZNF451",NA,NA
"GNL3L","LAZSUL",NA,NA
"GNL3L","NSMCE2",NA,NA
"GNL3L","PIAS1",NA,NA
"GNL3L","PIAS2",NA,NA
"GNL3L","PIAS3",NA,NA
"GNL3L","PIAS4","5.06","15.96"
"GNL3L","ZMIZ2",NA,NA
"GNL3L","ZNF451",NA,NA
"GOLGA8IP;GOLGA8K;GOLGA8J;GOLGA8T","LAZSUL",NA,NA
"GOLGA8IP;GOLGA8K;GOLGA8J;GOLGA8T","NSMCE2",NA,NA
"GOLGA8IP;GOLGA8K;GOLGA8J;GOLGA8T","PIAS1",NA,NA
"GOLGA8IP;GOLGA8K;GOLGA8J;GOLGA8T","PIAS2",NA,NA
"GOLGA8IP;GOLGA8K;GOLGA8J;GOLGA8T","PIAS3","2.5","3.89"
"GOLGA8IP;GOLGA8K;GOLGA8J;GOLGA8T","PIAS4",NA,NA
"GOLGA8IP;GOLGA8K;GOLGA8J;GOLGA8T","ZMIZ2",NA,NA
"GOLGA8IP;GOLGA8K;GOLGA8J;GOLGA8T","ZNF451",NA,NA
"GON4L","LAZSUL",NA,NA
"GON4L","NSMCE2","4.17","3.26"
"GON4L","PIAS1",NA,NA
"GON4L","PIAS2",NA,NA
"GON4L","PIAS3",NA,NA
"GON4L","PIAS4","5.22","5.47"
"GON4L","ZMIZ2",NA,NA
"GON4L","ZNF451",NA,NA
"GOT2","LAZSUL",NA,NA
"GOT2","NSMCE2",NA,NA
"GOT2","PIAS1","4.08","2.71"
"GOT2","PIAS2",NA,NA
"GOT2","PIAS3",NA,NA
"GOT2","PIAS4",NA,NA
"GOT2","ZMIZ2",NA,NA
"GOT2","ZNF451",NA,NA
"GPAT2","LAZSUL",NA,NA
"GPAT2","NSMCE2",NA,NA
"GPAT2","PIAS1",NA,NA
"GPAT2","PIAS2",NA,NA
"GPAT2","PIAS3",NA,NA
"GPAT2","PIAS4",NA,NA
"GPAT2","ZMIZ2","3.21","4.24"
"GPAT2","ZNF451",NA,NA
"GPD2","LAZSUL",NA,NA
"GPD2","NSMCE2",NA,NA
"GPD2","PIAS1","3.46","5.09"
"GPD2","PIAS2",NA,NA
"GPD2","PIAS3",NA,NA
"GPD2","PIAS4",NA,NA
"GPD2","ZMIZ2",NA,NA
"GPD2","ZNF451",NA,NA
"GRAMD4","LAZSUL","3.21","9.24"
"GRAMD4","NSMCE2",NA,NA
"GRAMD4","PIAS1",NA,NA
"GRAMD4","PIAS2",NA,NA
"GRAMD4","PIAS3",NA,NA
"GRAMD4","PIAS4",NA,NA
"GRAMD4","ZMIZ2",NA,NA
"GRAMD4","ZNF451",NA,NA
"GREB1","LAZSUL",NA,NA
"GREB1","NSMCE2",NA,NA
"GREB1","PIAS1",NA,NA
"GREB1","PIAS2",NA,NA
"GREB1","PIAS3",NA,NA
"GREB1","PIAS4",NA,NA
"GREB1","ZMIZ2","2.13","4.03"
"GREB1","ZNF451",NA,NA
"GTF2A1","LAZSUL",NA,NA
"GTF2A1","NSMCE2",NA,NA
"GTF2A1","PIAS1",NA,NA
"GTF2A1","PIAS2",NA,NA
"GTF2A1","PIAS3",NA,NA
"GTF2A1","PIAS4",NA,NA
"GTF2A1","ZMIZ2","4.04","2.3"
"GTF2A1","ZNF451",NA,NA
"GTF2I","LAZSUL",NA,NA
"GTF2I","NSMCE2",NA,NA
"GTF2I","PIAS1",NA,NA
"GTF2I","PIAS2",NA,NA
"GTF2I","PIAS3",NA,NA
"GTF2I","PIAS4","7.56","4.05"
"GTF2I","ZMIZ2",NA,NA
"GTF2I","ZNF451",NA,NA
"GTF2IRD1","LAZSUL",NA,NA
"GTF2IRD1","NSMCE2",NA,NA
"GTF2IRD1","PIAS1",NA,NA
"GTF2IRD1","PIAS2",NA,NA
"GTF2IRD1","PIAS3",NA,NA
"GTF2IRD1","PIAS4","7.62","5.57"
"GTF2IRD1","ZMIZ2",NA,NA
"GTF2IRD1","ZNF451",NA,NA
"GTSE1","LAZSUL",NA,NA
"GTSE1","NSMCE2",NA,NA
"GTSE1","PIAS1",NA,NA
"GTSE1","PIAS2",NA,NA
"GTSE1","PIAS3",NA,NA
"GTSE1","PIAS4","4.21","6.36"
"GTSE1","ZMIZ2",NA,NA
"GTSE1","ZNF451",NA,NA
"GXYLT1","LAZSUL",NA,NA
"GXYLT1","NSMCE2","2.06","4.89"
"GXYLT1","PIAS1",NA,NA
"GXYLT1","PIAS2",NA,NA
"GXYLT1","PIAS3",NA,NA
"GXYLT1","PIAS4",NA,NA
"GXYLT1","ZMIZ2",NA,NA
"GXYLT1","ZNF451",NA,NA
"H2AFX","LAZSUL",NA,NA
"H2AFX","NSMCE2",NA,NA
"H2AFX","PIAS1","3.49","9.42"
"H2AFX","PIAS2",NA,NA
"H2AFX","PIAS3",NA,NA
"H2AFX","PIAS4",NA,NA
"H2AFX","ZMIZ2",NA,NA
"H2AFX","ZNF451",NA,NA
"H2AFY","LAZSUL",NA,NA
"H2AFY","NSMCE2",NA,NA
"H2AFY","PIAS1","2.97","4.08"
"H2AFY","PIAS2",NA,NA
"H2AFY","PIAS3",NA,NA
"H2AFY","PIAS4",NA,NA
"H2AFY","ZMIZ2",NA,NA
"H2AFY","ZNF451",NA,NA
"H3Y1","LAZSUL","3.32","3.92"
"H3Y1","NSMCE2",NA,NA
"H3Y1","PIAS1",NA,NA
"H3Y1","PIAS2",NA,NA
"H3Y1","PIAS3",NA,NA
"H3Y1","PIAS4",NA,NA
"H3Y1","ZMIZ2",NA,NA
"H3Y1","ZNF451",NA,NA
"HACD2","LAZSUL",NA,NA
"HACD2","NSMCE2",NA,NA
"HACD2","PIAS1",NA,NA
"HACD2","PIAS2",NA,NA
"HACD2","PIAS3",NA,NA
"HACD2","PIAS4",NA,NA
"HACD2","ZMIZ2","2.08","2.31"
"HACD2","ZNF451",NA,NA
"HADHA","LAZSUL",NA,NA
"HADHA","NSMCE2",NA,NA
"HADHA","PIAS1","5.13","3.02"
"HADHA","PIAS2",NA,NA
"HADHA","PIAS3",NA,NA
"HADHA","PIAS4",NA,NA
"HADHA","ZMIZ2",NA,NA
"HADHA","ZNF451",NA,NA
"HADHB","LAZSUL",NA,NA
"HADHB","NSMCE2",NA,NA
"HADHB","PIAS1","4.51","3.96"
"HADHB","PIAS2",NA,NA
"HADHB","PIAS3",NA,NA
"HADHB","PIAS4",NA,NA
"HADHB","ZMIZ2",NA,NA
"HADHB","ZNF451",NA,NA
"HDAC9","LAZSUL",NA,NA
"HDAC9","NSMCE2","3.41","3.49"
"HDAC9","PIAS1",NA,NA
"HDAC9","PIAS2",NA,NA
"HDAC9","PIAS3",NA,NA
"HDAC9","PIAS4","3.92","4.8"
"HDAC9","ZMIZ2",NA,NA
"HDAC9","ZNF451",NA,NA
"HDLBP","LAZSUL",NA,NA
"HDLBP","NSMCE2",NA,NA
"HDLBP","PIAS1","3.8","4.19"
"HDLBP","PIAS2",NA,NA
"HDLBP","PIAS3",NA,NA
"HDLBP","PIAS4",NA,NA
"HDLBP","ZMIZ2",NA,NA
"HDLBP","ZNF451",NA,NA
"HDX","LAZSUL",NA,NA
"HDX","NSMCE2","3.78","4.91"
"HDX","PIAS1",NA,NA
"HDX","PIAS2",NA,NA
"HDX","PIAS3",NA,NA
"HDX","PIAS4",NA,NA
"HDX","ZMIZ2",NA,NA
"HDX","ZNF451",NA,NA
"HEATR3","LAZSUL",NA,NA
"HEATR3","NSMCE2",NA,NA
"HEATR3","PIAS1",NA,NA
"HEATR3","PIAS2",NA,NA
"HEATR3","PIAS3",NA,NA
"HEATR3","PIAS4",NA,NA
"HEATR3","ZMIZ2","1.48","2.53"
"HEATR3","ZNF451",NA,NA
"HEATR6","LAZSUL",NA,NA
"HEATR6","NSMCE2",NA,NA
"HEATR6","PIAS1",NA,NA
"HEATR6","PIAS2",NA,NA
"HEATR6","PIAS3",NA,NA
"HEATR6","PIAS4",NA,NA
"HEATR6","ZMIZ2","2.65","2.79"
"HEATR6","ZNF451",NA,NA
"HIF1A","LAZSUL",NA,NA
"HIF1A","NSMCE2",NA,NA
"HIF1A","PIAS1",NA,NA
"HIF1A","PIAS2",NA,NA
"HIF1A","PIAS3",NA,NA
"HIF1A","PIAS4","5.26","11.62"
"HIF1A","ZMIZ2",NA,NA
"HIF1A","ZNF451",NA,NA
"HINT2","LAZSUL",NA,NA
"HINT2","NSMCE2",NA,NA
"HINT2","PIAS1",NA,NA
"HINT2","PIAS2",NA,NA
"HINT2","PIAS3","2.61","4.39"
"HINT2","PIAS4",NA,NA
"HINT2","ZMIZ2",NA,NA
"HINT2","ZNF451",NA,NA
"HIPK1","LAZSUL",NA,NA
"HIPK1","NSMCE2","4.35","3.13"
"HIPK1","PIAS1",NA,NA
"HIPK1","PIAS2",NA,NA
"HIPK1","PIAS3",NA,NA
"HIPK1","PIAS4","4.44","3.28"
"HIPK1","ZMIZ2",NA,NA
"HIPK1","ZNF451",NA,NA
"HIST1H1C","LAZSUL",NA,NA
"HIST1H1C","NSMCE2",NA,NA
"HIST1H1C","PIAS1","1.28","4.88"
"HIST1H1C","PIAS2",NA,NA
"HIST1H1C","PIAS3",NA,NA
"HIST1H1C","PIAS4",NA,NA
"HIST1H1C","ZMIZ2",NA,NA
"HIST1H1C","ZNF451",NA,NA
"HIST1H2BC;HIST1H2BN;HIST1H2BD","LAZSUL",NA,NA
"HIST1H2BC;HIST1H2BN;HIST1H2BD","NSMCE2",NA,NA
"HIST1H2BC;HIST1H2BN;HIST1H2BD","PIAS1","3.43","4.33"
"HIST1H2BC;HIST1H2BN;HIST1H2BD","PIAS2",NA,NA
"HIST1H2BC;HIST1H2BN;HIST1H2BD","PIAS3",NA,NA
"HIST1H2BC;HIST1H2BN;HIST1H2BD","PIAS4",NA,NA
"HIST1H2BC;HIST1H2BN;HIST1H2BD","ZMIZ2",NA,NA
"HIST1H2BC;HIST1H2BN;HIST1H2BD","ZNF451",NA,NA
"HIST1H4A","LAZSUL",NA,NA
"HIST1H4A","NSMCE2",NA,NA
"HIST1H4A","PIAS1","2.54","5.79"
"HIST1H4A","PIAS2",NA,NA
"HIST1H4A","PIAS3",NA,NA
"HIST1H4A","PIAS4",NA,NA
"HIST1H4A","ZMIZ2",NA,NA
"HIST1H4A","ZNF451",NA,NA
"HIST2H2BE","LAZSUL",NA,NA
"HIST2H2BE","NSMCE2",NA,NA
"HIST2H2BE","PIAS1","5.6","4.22"
"HIST2H2BE","PIAS2",NA,NA
"HIST2H2BE","PIAS3",NA,NA
"HIST2H2BE","PIAS4",NA,NA
"HIST2H2BE","ZMIZ2",NA,NA
"HIST2H2BE","ZNF451",NA,NA
"HIST2H3A;H3F3A;HIST1H3A;H3F3B;HIST3H3;H3F3C","LAZSUL",NA,NA
"HIST2H3A;H3F3A;HIST1H3A;H3F3B;HIST3H3;H3F3C","NSMCE2",NA,NA
"HIST2H3A;H3F3A;HIST1H3A;H3F3B;HIST3H3;H3F3C","PIAS1","2.92","5.18"
"HIST2H3A;H3F3A;HIST1H3A;H3F3B;HIST3H3;H3F3C","PIAS2",NA,NA
"HIST2H3A;H3F3A;HIST1H3A;H3F3B;HIST3H3;H3F3C","PIAS3",NA,NA
"HIST2H3A;H3F3A;HIST1H3A;H3F3B;HIST3H3;H3F3C","PIAS4",NA,NA
"HIST2H3A;H3F3A;HIST1H3A;H3F3B;HIST3H3;H3F3C","ZMIZ2",NA,NA
"HIST2H3A;H3F3A;HIST1H3A;H3F3B;HIST3H3;H3F3C","ZNF451",NA,NA
"HIST2H3PS2","LAZSUL",NA,NA
"HIST2H3PS2","NSMCE2",NA,NA
"HIST2H3PS2","PIAS1","2.57","2.99"
"HIST2H3PS2","PIAS2",NA,NA
"HIST2H3PS2","PIAS3",NA,NA
"HIST2H3PS2","PIAS4",NA,NA
"HIST2H3PS2","ZMIZ2",NA,NA
"HIST2H3PS2","ZNF451",NA,NA
"HJURP","LAZSUL",NA,NA
"HJURP","NSMCE2",NA,NA
"HJURP","PIAS1",NA,NA
"HJURP","PIAS2",NA,NA
"HJURP","PIAS3",NA,NA
"HJURP","PIAS4","7","6.06"
"HJURP","ZMIZ2",NA,NA
"HJURP","ZNF451",NA,NA
"HLTF","LAZSUL",NA,NA
"HLTF","NSMCE2",NA,NA
"HLTF","PIAS1",NA,NA
"HLTF","PIAS2",NA,NA
"HLTF","PIAS3",NA,NA
"HLTF","PIAS4","5.53","15.13"
"HLTF","ZMIZ2",NA,NA
"HLTF","ZNF451",NA,NA
"HMBOX1","LAZSUL",NA,NA
"HMBOX1","NSMCE2","3.78","3.88"
"HMBOX1","PIAS1",NA,NA
"HMBOX1","PIAS2",NA,NA
"HMBOX1","PIAS3",NA,NA
"HMBOX1","PIAS4","3.72","3.76"
"HMBOX1","ZMIZ2",NA,NA
"HMBOX1","ZNF451",NA,NA
"HMCES","LAZSUL",NA,NA
"HMCES","NSMCE2",NA,NA
"HMCES","PIAS1",NA,NA
"HMCES","PIAS2",NA,NA
"HMCES","PIAS3",NA,NA
"HMCES","PIAS4","6.78","6.13"
"HMCES","ZMIZ2",NA,NA
"HMCES","ZNF451",NA,NA
"HMG20B","LAZSUL",NA,NA
"HMG20B","NSMCE2",NA,NA
"HMG20B","PIAS1",NA,NA
"HMG20B","PIAS2",NA,NA
"HMG20B","PIAS3",NA,NA
"HMG20B","PIAS4","7.31","7.02"
"HMG20B","ZMIZ2",NA,NA
"HMG20B","ZNF451",NA,NA
"HMGB1","LAZSUL",NA,NA
"HMGB1","NSMCE2",NA,NA
"HMGB1","PIAS1","9.18","10.33"
"HMGB1","PIAS2",NA,NA
"HMGB1","PIAS3",NA,NA
"HMGB1","PIAS4",NA,NA
"HMGB1","ZMIZ2",NA,NA
"HMGB1","ZNF451",NA,NA
"HMGB2","LAZSUL",NA,NA
"HMGB2","NSMCE2",NA,NA
"HMGB2","PIAS1","7.43","10.28"
"HMGB2","PIAS2",NA,NA
"HMGB2","PIAS3",NA,NA
"HMGB2","PIAS4",NA,NA
"HMGB2","ZMIZ2",NA,NA
"HMGB2","ZNF451",NA,NA
"HMGN2","LAZSUL",NA,NA
"HMGN2","NSMCE2",NA,NA
"HMGN2","PIAS1","4.85","7.96"
"HMGN2","PIAS2",NA,NA
"HMGN2","PIAS3",NA,NA
"HMGN2","PIAS4",NA,NA
"HMGN2","ZMIZ2",NA,NA
"HMGN2","ZNF451",NA,NA
"HMGXB3","LAZSUL",NA,NA
"HMGXB3","NSMCE2",NA,NA
"HMGXB3","PIAS1",NA,NA
"HMGXB3","PIAS2",NA,NA
"HMGXB3","PIAS3",NA,NA
"HMGXB3","PIAS4","4.77","5.44"
"HMGXB3","ZMIZ2",NA,NA
"HMGXB3","ZNF451",NA,NA
"HMGXB4","LAZSUL",NA,NA
"HMGXB4","NSMCE2",NA,NA
"HMGXB4","PIAS1",NA,NA
"HMGXB4","PIAS2",NA,NA
"HMGXB4","PIAS3",NA,NA
"HMGXB4","PIAS4","3.59","9.82"
"HMGXB4","ZMIZ2",NA,NA
"HMGXB4","ZNF451",NA,NA
"HNRNPA0","LAZSUL",NA,NA
"HNRNPA0","NSMCE2",NA,NA
"HNRNPA0","PIAS1",NA,NA
"HNRNPA0","PIAS2",NA,NA
"HNRNPA0","PIAS3",NA,NA
"HNRNPA0","PIAS4","4.73","4.96"
"HNRNPA0","ZMIZ2",NA,NA
"HNRNPA0","ZNF451",NA,NA
"HNRNPA1;HNRNPA1L2","LAZSUL",NA,NA
"HNRNPA1;HNRNPA1L2","NSMCE2",NA,NA
"HNRNPA1;HNRNPA1L2","PIAS1","3.23","2.85"
"HNRNPA1;HNRNPA1L2","PIAS2",NA,NA
"HNRNPA1;HNRNPA1L2","PIAS3",NA,NA
"HNRNPA1;HNRNPA1L2","PIAS4",NA,NA
"HNRNPA1;HNRNPA1L2","ZMIZ2",NA,NA
"HNRNPA1;HNRNPA1L2","ZNF451",NA,NA
"HNRNPDL","LAZSUL",NA,NA
"HNRNPDL","NSMCE2",NA,NA
"HNRNPDL","PIAS1","2.78","6.43"
"HNRNPDL","PIAS2",NA,NA
"HNRNPDL","PIAS3",NA,NA
"HNRNPDL","PIAS4",NA,NA
"HNRNPDL","ZMIZ2",NA,NA
"HNRNPDL","ZNF451",NA,NA
"HNRNPH1","LAZSUL",NA,NA
"HNRNPH1","NSMCE2",NA,NA
"HNRNPH1","PIAS1","3.39","3.14"
"HNRNPH1","PIAS2",NA,NA
"HNRNPH1","PIAS3",NA,NA
"HNRNPH1","PIAS4",NA,NA
"HNRNPH1","ZMIZ2",NA,NA
"HNRNPH1","ZNF451",NA,NA
"HNRNPK","LAZSUL",NA,NA
"HNRNPK","NSMCE2",NA,NA
"HNRNPK","PIAS1","4.65","3.68"
"HNRNPK","PIAS2",NA,NA
"HNRNPK","PIAS3",NA,NA
"HNRNPK","PIAS4",NA,NA
"HNRNPK","ZMIZ2",NA,NA
"HNRNPK","ZNF451",NA,NA
"HNRNPM","LAZSUL",NA,NA
"HNRNPM","NSMCE2",NA,NA
"HNRNPM","PIAS1",NA,NA
"HNRNPM","PIAS2",NA,NA
"HNRNPM","PIAS3",NA,NA
"HNRNPM","PIAS4","3.25","2.79"
"HNRNPM","ZMIZ2",NA,NA
"HNRNPM","ZNF451",NA,NA
"HNRNPR","LAZSUL",NA,NA
"HNRNPR","NSMCE2",NA,NA
"HNRNPR","PIAS1","4.85","3.61"
"HNRNPR","PIAS2",NA,NA
"HNRNPR","PIAS3",NA,NA
"HNRNPR","PIAS4",NA,NA
"HNRNPR","ZMIZ2",NA,NA
"HNRNPR","ZNF451",NA,NA
"HNRNPU","LAZSUL",NA,NA
"HNRNPU","NSMCE2",NA,NA
"HNRNPU","PIAS1","3.14","4.45"
"HNRNPU","PIAS2",NA,NA
"HNRNPU","PIAS3",NA,NA
"HNRNPU","PIAS4",NA,NA
"HNRNPU","ZMIZ2",NA,NA
"HNRNPU","ZNF451",NA,NA
"HNRNPUL1","LAZSUL",NA,NA
"HNRNPUL1","NSMCE2",NA,NA
"HNRNPUL1","PIAS1","3.2","3.03"
"HNRNPUL1","PIAS2",NA,NA
"HNRNPUL1","PIAS3",NA,NA
"HNRNPUL1","PIAS4",NA,NA
"HNRNPUL1","ZMIZ2",NA,NA
"HNRNPUL1","ZNF451",NA,NA
"HP1BP3","LAZSUL",NA,NA
"HP1BP3","NSMCE2",NA,NA
"HP1BP3","PIAS1","4.17","5.97"
"HP1BP3","PIAS2",NA,NA
"HP1BP3","PIAS3",NA,NA
"HP1BP3","PIAS4",NA,NA
"HP1BP3","ZMIZ2",NA,NA
"HP1BP3","ZNF451",NA,NA
"HSD17B4","LAZSUL",NA,NA
"HSD17B4","NSMCE2",NA,NA
"HSD17B4","PIAS1","3.15","2.96"
"HSD17B4","PIAS2",NA,NA
"HSD17B4","PIAS3",NA,NA
"HSD17B4","PIAS4",NA,NA
"HSD17B4","ZMIZ2",NA,NA
"HSD17B4","ZNF451",NA,NA
"HSF1","LAZSUL",NA,NA
"HSF1","NSMCE2","5.11","3.58"
"HSF1","PIAS1",NA,NA
"HSF1","PIAS2",NA,NA
"HSF1","PIAS3",NA,NA
"HSF1","PIAS4","4.83","3.18"
"HSF1","ZMIZ2",NA,NA
"HSF1","ZNF451",NA,NA
"HSF2","LAZSUL",NA,NA
"HSF2","NSMCE2","4.78","3.75"
"HSF2","PIAS1",NA,NA
"HSF2","PIAS2",NA,NA
"HSF2","PIAS3",NA,NA
"HSF2","PIAS4","5.21","4.55"
"HSF2","ZMIZ2",NA,NA
"HSF2","ZNF451",NA,NA
"HSP90AA1","LAZSUL",NA,NA
"HSP90AA1","NSMCE2",NA,NA
"HSP90AA1","PIAS1","6.26","5.85"
"HSP90AA1","PIAS2",NA,NA
"HSP90AA1","PIAS3",NA,NA
"HSP90AA1","PIAS4",NA,NA
"HSP90AA1","ZMIZ2",NA,NA
"HSP90AA1","ZNF451",NA,NA
"HSP90AB1","LAZSUL",NA,NA
"HSP90AB1","NSMCE2",NA,NA
"HSP90AB1","PIAS1","2.46","3.75"
"HSP90AB1","PIAS2",NA,NA
"HSP90AB1","PIAS3",NA,NA
"HSP90AB1","PIAS4",NA,NA
"HSP90AB1","ZMIZ2",NA,NA
"HSP90AB1","ZNF451",NA,NA
"HSP90B1","LAZSUL",NA,NA
"HSP90B1","NSMCE2",NA,NA
"HSP90B1","PIAS1","4.21","3.3"
"HSP90B1","PIAS2",NA,NA
"HSP90B1","PIAS3",NA,NA
"HSP90B1","PIAS4",NA,NA
"HSP90B1","ZMIZ2",NA,NA
"HSP90B1","ZNF451",NA,NA
"HSPA4","LAZSUL",NA,NA
"HSPA4","NSMCE2",NA,NA
"HSPA4","PIAS1","4.69","6.41"
"HSPA4","PIAS2",NA,NA
"HSPA4","PIAS3",NA,NA
"HSPA4","PIAS4",NA,NA
"HSPA4","ZMIZ2",NA,NA
"HSPA4","ZNF451",NA,NA
"HSPA5","LAZSUL",NA,NA
"HSPA5","NSMCE2",NA,NA
"HSPA5","PIAS1","4.63","3.19"
"HSPA5","PIAS2",NA,NA
"HSPA5","PIAS3",NA,NA
"HSPA5","PIAS4",NA,NA
"HSPA5","ZMIZ2",NA,NA
"HSPA5","ZNF451",NA,NA
"HSPA9","LAZSUL",NA,NA
"HSPA9","NSMCE2",NA,NA
"HSPA9","PIAS1","6.66","2.76"
"HSPA9","PIAS2",NA,NA
"HSPA9","PIAS3",NA,NA
"HSPA9","PIAS4",NA,NA
"HSPA9","ZMIZ2",NA,NA
"HSPA9","ZNF451",NA,NA
"HSPD1","LAZSUL",NA,NA
"HSPD1","NSMCE2",NA,NA
"HSPD1","PIAS1","6.25","3.04"
"HSPD1","PIAS2",NA,NA
"HSPD1","PIAS3",NA,NA
"HSPD1","PIAS4",NA,NA
"HSPD1","ZMIZ2",NA,NA
"HSPD1","ZNF451",NA,NA
"HSPE1;HSPE1-MOB4","LAZSUL",NA,NA
"HSPE1;HSPE1-MOB4","NSMCE2",NA,NA
"HSPE1;HSPE1-MOB4","PIAS1","3.94","5.55"
"HSPE1;HSPE1-MOB4","PIAS2",NA,NA
"HSPE1;HSPE1-MOB4","PIAS3",NA,NA
"HSPE1;HSPE1-MOB4","PIAS4",NA,NA
"HSPE1;HSPE1-MOB4","ZMIZ2",NA,NA
"HSPE1;HSPE1-MOB4","ZNF451",NA,NA
"HSPH1","LAZSUL",NA,NA
"HSPH1","NSMCE2",NA,NA
"HSPH1","PIAS1","4.15","8.12"
"HSPH1","PIAS2",NA,NA
"HSPH1","PIAS3",NA,NA
"HSPH1","PIAS4",NA,NA
"HSPH1","ZMIZ2",NA,NA
"HSPH1","ZNF451",NA,NA
"HUWE1","LAZSUL",NA,NA
"HUWE1","NSMCE2",NA,NA
"HUWE1","PIAS1",NA,NA
"HUWE1","PIAS2",NA,NA
"HUWE1","PIAS3",NA,NA
"HUWE1","PIAS4",NA,NA
"HUWE1","ZMIZ2","1.53","2.61"
"HUWE1","ZNF451",NA,NA
"HYOU1","LAZSUL",NA,NA
"HYOU1","NSMCE2",NA,NA
"HYOU1","PIAS1","4.49","4.04"
"HYOU1","PIAS2",NA,NA
"HYOU1","PIAS3",NA,NA
"HYOU1","PIAS4",NA,NA
"HYOU1","ZMIZ2",NA,NA
"HYOU1","ZNF451",NA,NA
"IER2","LAZSUL",NA,NA
"IER2","NSMCE2",NA,NA
"IER2","PIAS1",NA,NA
"IER2","PIAS2",NA,NA
"IER2","PIAS3",NA,NA
"IER2","PIAS4","4.66","5.06"
"IER2","ZMIZ2",NA,NA
"IER2","ZNF451",NA,NA
"IFI16","LAZSUL",NA,NA
"IFI16","NSMCE2",NA,NA
"IFI16","PIAS1",NA,NA
"IFI16","PIAS2",NA,NA
"IFI16","PIAS3",NA,NA
"IFI16","PIAS4","8.48","10.64"
"IFI16","ZMIZ2",NA,NA
"IFI16","ZNF451",NA,NA
"IFITM3;IFITM2;IFITM1","LAZSUL",NA,NA
"IFITM3;IFITM2;IFITM1","NSMCE2",NA,NA
"IFITM3;IFITM2;IFITM1","PIAS1",NA,NA
"IFITM3;IFITM2;IFITM1","PIAS2",NA,NA
"IFITM3;IFITM2;IFITM1","PIAS3",NA,NA
"IFITM3;IFITM2;IFITM1","PIAS4",NA,NA
"IFITM3;IFITM2;IFITM1","ZMIZ2","1.64","2.7"
"IFITM3;IFITM2;IFITM1","ZNF451",NA,NA
"IFNGR1","LAZSUL",NA,NA
"IFNGR1","NSMCE2","2.96","11.91"
"IFNGR1","PIAS1",NA,NA
"IFNGR1","PIAS2",NA,NA
"IFNGR1","PIAS3",NA,NA
"IFNGR1","PIAS4",NA,NA
"IFNGR1","ZMIZ2",NA,NA
"IFNGR1","ZNF451",NA,NA
"IK","LAZSUL",NA,NA
"IK","NSMCE2","3.61","3.31"
"IK","PIAS1",NA,NA
"IK","PIAS2",NA,NA
"IK","PIAS3",NA,NA
"IK","PIAS4","4.23","4.71"
